;_id;estado;direccion;Aeropuerto;Aestrenar;Agua;Alarma;Alcantarillado;Amoblado;Ano Construcción;Area Construcción;Ascensor;Autopista;Avenida;Balcon;Barbecue;Bodega;Cable;CasaColonial;Chimenea;Cocina;Colegio;Comercios;Concreto;Concurrida;Conserje;EdificioN;Estacionamiento;GasCentral;Generador;Gimnasio;Hospital;Iglesia;JInfantiles;Jacuzzi;Jardin;MedidorAgua;Mes Construcción;Moderno;Montania;NoAmbientes;NoBanos;NoDormitorios;NoEstacionamientos;Piscina;Playa;Reconstruido;Renovado;Residencial;Seguridad;Terraza;Terreno;Total M²;TransporteP;Trole;Turismo;Vista Panoramica;Walk;ZonaTranquila;NoAmb;NoBan;NoDorm;NoMetros;estadoTran;lat;lng;precio;price;tipoInv;tipoTran;titulo
2137;8084482c1bb167832a68a829653a75f471c71fbc------Edificio Cronos - Mariscal Sucre - Mariscal Sucre, Ecuador;;Edificio Cronos - Mariscal Sucre - Mariscal Sucre, Ecuador;0;0;0;0;0;0;2011;;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;;46.44;1;0;1;1;0;0;1;1;1;46.44;;-0.203976;-78.494697;45000.0;45,000;Departamento;De Venta;Edificio Cronos  - Mariscal Sucre  -  Mariscal Sucre, Ecuador
2138;5c2a29518d4c6efd3f0ac4583195fbac754eab59---Usada---611 S46F - Cdla.Ejercito Segunda Etapa - Quitumbe - Quito, Ecuador;Usada;611 S46F - Cdla.Ejercito Segunda Etapa - Quitumbe - Quito, Ecuador;0;0;1;1;1;0;2019;75.2;0;1;1;0;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;200;75.2;1;1;0;1;0;1;0;0;0;75.20;;-0.313272;-78.546555;45000.0;45,000;Departamento;De Venta;611 S46F  - Cdla.Ejercito Segunda Etapa  - Quitumbe  -  Quito, Ecuador
2139;1ad73981d0c589f8fb492ea89d22e0c91ea220a7---Usada---Pedro de Alvarado, Bloque Catacocha - Pedro de Alvarado, Bloque Catacocha - San Carlos - Chaupicruz (La Concepcion), Ecuador;Usada;Pedro de Alvarado, Bloque Catacocha - Pedro de Alvarado, Bloque Catacocha - San Carlos - Chaupicruz (La Concepcion), Ecuador;0;0;0;0;0;0;1975;;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;6;1;3;1;0;0;0;0;1;0;1;;92.0;1;0;0;0;0;0;6;1;3;92;;0.0;0.0;44900.0;44,900;Departamento;De Venta;Pedro de Alvarado,  Bloque Catacocha  - Pedro de Alvarado,  Bloque Catacocha  - San Carlos  -  Chaupicruz (La Concepcion), Ecuador
2140;2bc7f4b76690317e377c39c59fd3d813e5dc8f28---Usada---2413 CHILE Y ARGENTINA - CHILE Y ARGENTINA - Centro de Guayaquil - Guayaquil, Ecuador;Usada;2413 CHILE Y ARGENTINA - CHILE Y ARGENTINA - Centro de Guayaquil - Guayaquil, Ecuador;0;0;1;0;1;0;1980;144.0;1;0;1;1;0;1;1;0;0;1;0;1;1;1;0;0;0;0;0;1;1;1;1;0;0;1;0;1;0;8;2;3;0;0;0;0;1;1;1;0;144;144.0;1;0;1;1;1;0;8;2;3;144;;0.0;0.0;45000.0;45,000;Departamento;De Venta;2413 CHILE Y ARGENTINA  - CHILE Y ARGENTINA  - Centro de Guayaquil  -  Guayaquil, Ecuador
2141;396212ecc9d7aeaf4ef0c37a22169d086ffc65e9---Por Estrenar---CARRETERA ARENILLAS EL JOBO - Machala, Ecuador;Por Estrenar;CARRETERA ARENILLAS EL JOBO - Machala, Ecuador;0;0;0;0;0;0;2021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,643;38643.0;0;0;0;0;0;0;0;0;0;38,643;VENDIDA;0.0;0.0;44380.0;44,380;Inversión;De Venta;CARRETERA ARENILLAS EL JOBO  -  Machala, Ecuador
2142;c7505402d290db0eadf03f5785eaadfea63ee3de------Conjunto Gran Bretaña - Quitumbe, Ecuador;;Conjunto Gran Bretaña - Quitumbe, Ecuador;0;0;1;0;0;0;2005;;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;1;3;0;0;0;0;1;0;0;0;;71.0;1;1;0;0;0;0;5;1;3;71;;-0.309826;-78.541195;44000.0;44,000;Departamento;De Venta;Conjunto Gran Bretaña  -  Quitumbe, Ecuador
2143;b43131523938301a1e6d05ea5af9dee5d3d6afad---Usada---Av. Los Libertadores - Av. Los Libertadores - Hermano Miguel - Chilibulo, Ecuador;Usada;Av. Los Libertadores - Av. Los Libertadores - Hermano Miguel - Chilibulo, Ecuador;0;0;0;0;0;0;1996;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;1;3;0;0;0;0;0;0;0;0;;82.0;0;0;0;0;0;0;6;1;3;82;;-0.2334;-78.531244;44000.0;44,000;Departamento;De Venta;Av. Los Libertadores  - Av. Los Libertadores  - Hermano Miguel  -  Chilibulo, Ecuador
2144;c17ae334a06308aebdd78760cdea9f3e12360c4e---Reconstruida/ Renovada---AV NAPO - SUR DE QUITO - Colegio Montufar - Alfaro (Chimbacalle), Ecuador;Reconstruida/ Renovada;AV NAPO - SUR DE QUITO - Colegio Montufar - Alfaro (Chimbacalle), Ecuador;0;0;0;0;0;0;2005;90.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;1;3;0;0;0;0;0;0;0;0;90;90.0;0;0;0;0;0;0;6;1;3;90;;-0.22985;-78.52495;43000.0;43,000;Departamento;De Venta;AV NAPO  - SUR DE QUITO  - Colegio Montufar  -  Alfaro (Chimbacalle), Ecuador
2145;f0f6aeeebcd9a1009552bcfca435eaac30856738------2 EDIFICIO AMELIA VENTA SUITE Y DPTOS.(MASTODONTES) - Mastodontes - Carcelen, Ecuador;;2 EDIFICIO AMELIA VENTA SUITE Y DPTOS.(MASTODONTES) - Mastodontes - Carcelen, Ecuador;0;1;1;1;1;0;2021;41.64;0;1;1;0;1;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;1;0;0;0;1;5;1;1;0;0;0;0;0;0;0;0;1;1;1;;41.64;1;1;0;1;0;1;0;0;0;41.64;;-0.082419;-78.461974;43000.0;43,000;Departamento;De Venta;2 EDIFICIO AMELIA VENTA SUITE Y DPTOS.(MASTODONTES)  - Mastodontes  -  Carcelen, Ecuador
2146;4d020512be87bd0ceb94feb58ef5493fa2b600f2---Usada---E1G ISLAS MALVINAS, EL BEATERIO - ISLAS MALVINAS Y E2 - Beaterio - Turubamba, Ecuador;Usada;E1G ISLAS MALVINAS, EL BEATERIO - ISLAS MALVINAS Y E2 - Beaterio - Turubamba, Ecuador;0;0;1;1;1;0;2012;93.0;0;1;1;1;1;1;0;0;0;0;1;1;1;0;1;1;1;0;0;1;1;1;0;0;1;1;0;0;0;7;1;3;1;0;0;0;0;0;1;1;93;93.0;1;1;0;0;0;1;7;1;3;93;;-0.317237;-78.54548;43000.0;43,000;Departamento;De Venta;E1G ISLAS MALVINAS, EL BEATERIO  - ISLAS MALVINAS Y E2  - Beaterio  -  Turubamba, Ecuador
2147;5cbbfac8353897a1b39324237c0250d7377ccc6f---VENDIDA---shyris - Iñaquito, Ecuador;VENDIDA;shyris - Iñaquito, Ecuador;0;0;1;0;0;0;2017;;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;1;2;0;0;0;0;0;0;1;1;;54.0;1;1;0;0;0;1;5;1;2;54;VENDIDA;-0.161662;-78.478088;42000.0;42,000;Departamento;De Venta;shyris  -  Iñaquito, Ecuador
2148;7307606ec152415d60bad83f0c5cab67f53c6851---Usada---N63 Av. DE LA PRENSA - Av. DE LA PRENSA - La Delicia - Ponceano, Ecuador;Usada;N63 Av. DE LA PRENSA - Av. DE LA PRENSA - La Delicia - Ponceano, Ecuador;0;0;1;0;0;0;1993;73.0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;2;1;3;1;0;0;0;0;0;1;0;73;73.0;1;1;0;0;0;0;2;1;3;73;RESERVADA;-0.109706;-78.493471;41000.0;41,000;Departamento;De Venta;N63 Av. DE LA PRENSA  - Av. DE LA PRENSA  - La Delicia  -  Ponceano, Ecuador
2149;0dd49856871dc94d5409b58e9926fe466ac0cf0f---Usada---LA BRETAÑA - SUR DE QUITO - Ejercito Nacional - Quitumbe, Ecuador;Usada;LA BRETAÑA - SUR DE QUITO - Ejercito Nacional - Quitumbe, Ecuador;0;0;0;0;0;0;2005;78.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;6;1;3;1;0;0;0;0;0;0;0;78;78.0;0;0;0;0;0;0;6;1;3;78;;-0.310352;-78.541027;40000.0;40,000;Departamento;De Venta;LA BRETAÑA  - SUR DE QUITO  - Ejercito Nacional  -  Quitumbe, Ecuador
2150;ce002f4112d6090855dc448add521ff4801cca9c---Reconstruida/ Renovada---SUR DE QUITO - Santiago I - Chilibulo, Ecuador;Reconstruida/ Renovada;SUR DE QUITO - Santiago I - Chilibulo, Ecuador;0;0;0;0;0;0;2002;122.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;1;2;0;0;0;0;0;0;0;0;122;122.0;0;0;0;0;0;0;6;1;2;122;;-0.22985;-78.52495;40000.0;40,000;Departamento;De Venta;SUR DE QUITO  - Santiago I  -  Chilibulo, Ecuador
2151;2529eeedbd5715b8df1e67d720d764475ae53be0------Telmo Paz y Miño - Telmo Paz y Miño y Av. Gran Colombia - Julio Moreno - Itchimbia, Ecuador;;Telmo Paz y Miño - Telmo Paz y Miño y Av. Gran Colombia - Julio Moreno - Itchimbia, Ecuador;0;0;1;0;1;0;2000;;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;1;1;1;0;;38.0;1;1;0;0;0;0;4;1;1;38;;-0.213732;-78.494156;40000.0;40,000;Departamento;De Venta;Telmo Paz y Miño  - Telmo Paz y Miño y Av. Gran Colombia  - Julio Moreno  -  Itchimbia, Ecuador
2152;0623d7f749dd0ddbfcc221a0888e8bbcb86342d2------S41-04 . E5A - Quitumbe, Ecuador;;S41-04 . E5A - Quitumbe, Ecuador;0;0;0;0;0;0;2011;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;85.0;0;0;0;0;0;0;0;0;0;85;;-0.304912081582;-78.536024093628;40000.0;40,000;Departamento;De Venta;S41-04 . E5A  -  Quitumbe, Ecuador
2153;bc0deb3b79b76066f58245a73e0b7af0deb0024f------S41-04 E5A . - Quitumbe, Ecuador;;S41-04 E5A . - Quitumbe, Ecuador;0;0;0;0;0;0;2011;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;85.0;0;0;0;0;0;0;0;0;0;85;;-0.304901352898;-78.536002635956;40000.0;40,000;Departamento;De Venta;S41-04 E5A .  -  Quitumbe, Ecuador
2154;4eb1328b5779580ba02c14b9affbfbd0fd048ed7---Usada---E9 CIUDAD JARDIN - Turubamba, Ecuador;Usada;E9 CIUDAD JARDIN - Turubamba, Ecuador;0;0;0;0;0;0;2012;64.0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;5;1;3;0;0;0;0;0;1;1;0;;64.0;1;0;0;0;0;1;5;1;3;64;;-0.338058;-78.531737;39900.0;39,900;Departamento;De Venta;E9 CIUDAD JARDIN  -  Turubamba, Ecuador
2155;6417247e0a6acb675332cec935de5881499c4ce4---Usada---S28-112 Oe1J-Quicentro Sur - QUICENTRO SUR - Guajalo - La Argelia, Ecuador;Usada;S28-112 Oe1J-Quicentro Sur - QUICENTRO SUR - Guajalo - La Argelia, Ecuador;0;0;1;0;1;0;1996;85.0;0;1;1;0;0;1;1;0;0;0;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0;1;0;1;0;5;1;2;0;0;0;0;1;0;0;1;103;103.0;1;1;0;1;1;1;5;1;2;103;;-0.285515;-78.539436;39000.0;39,000;Departamento;De Venta;S28-112 Oe1J-Quicentro Sur  - QUICENTRO SUR  - Guajalo  -  La Argelia, Ecuador
2156;4e5209473a2684206ed98e615bd18c33479453b3---Usada---E5-201 Calle Catequilla - Calle N6 Catequilla - Santo Domingo Bajo - San Antonio, Ecuador;Usada;E5-201 Calle Catequilla - Calle N6 Catequilla - Santo Domingo Bajo - San Antonio, Ecuador;0;0;0;0;0;0;2002;60.0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;1;3;1;0;0;0;0;0;0;1;60;78.0;1;0;0;1;0;1;4;1;3;78;;0.003819;-78.438156;39000.0;39,000;Departamento;De Venta;E5-201 Calle Catequilla  - Calle N6 Catequilla  - Santo Domingo Bajo  -  San Antonio, Ecuador
2157;b9edac63a6a9c02340017f13c131b29ee4097582---Usada---OE1-30 ANTONIO MARCHENO Y 10 DE AGOSTO - ANTONIO MARCHENO - Santa Clara - Belisario Quevedo, Ecuador;Usada;OE1-30 ANTONIO MARCHENO Y 10 DE AGOSTO - ANTONIO MARCHENO - Santa Clara - Belisario Quevedo, Ecuador;0;0;1;0;0;0;2000;24.0;0;0;1;0;1;0;1;1;0;0;1;1;0;1;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;24;24.0;1;1;1;1;0;1;0;0;0;24;;-0.21655;-78.512678;39000.0;39,000;Departamento;De Venta;OE1-30 ANTONIO MARCHENO Y 10 DE AGOSTO  - ANTONIO MARCHENO  - Santa Clara  -  Belisario Quevedo, Ecuador
2158;eae9449a8ecaf0f27ce7119293fdcc3603440844------ROCAFUERTE Y PRIMERA NORTE - Machala, Ecuador;;ROCAFUERTE Y PRIMERA NORTE - Machala, Ecuador;0;0;0;0;0;0;1996;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64.48;64.48;0;0;0;0;0;0;0;0;0;64.48;;0.0;0.0;39000.0;39,000;Departamento;De Venta;ROCAFUERTE Y PRIMERA NORTE  -  Machala, Ecuador
2159;bf6d322eb3774e86b180449545f81ae4d335d265------Av. Ajavi - Quito Sur - San Bartolo, Ecuador;;Av. Ajavi - Quito Sur - San Bartolo, Ecuador;0;0;0;0;0;0;1993;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;2;0;0;0;0;0;0;0;0;;61.0;0;0;0;0;0;0;5;1;2;61;;-0.266707;-78.534179;38500.0;38,500;Departamento;De Venta;Av. Ajavi  - Quito Sur  -  San Bartolo, Ecuador
2160;2d97036e070ceb9c23d305269ff2da2ba7cfbf93------Calle Felipe Proaño - Comité del Pueblo - Comite Del Pueblo, Ecuador;;Calle Felipe Proaño - Comité del Pueblo - Comite Del Pueblo, Ecuador;0;0;0;0;0;0;2012;65.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;1;2;0;0;0;0;0;0;0;0;65;65.0;0;0;0;0;0;0;5;1;2;65;;0.0;0.0;38000.0;38,000;Departamento;De Venta;Calle Felipe Proaño  - Comité del Pueblo  -  Comite Del Pueblo, Ecuador
2161;24df18d0a5f0e1d3a8ac53fca655b1bd3b2d56c9------EMILIO BUSTAMANTE - COTOCOLLAO - Cotocollao, Ecuador;;EMILIO BUSTAMANTE - COTOCOLLAO - Cotocollao, Ecuador;0;0;0;0;0;0;2013;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;50.75;0;0;0;0;0;0;0;0;0;50.75;;-0.1168158;-78.4965946;38000.0;38,000;Departamento;De Venta;EMILIO BUSTAMANTE  - COTOCOLLAO  -  Cotocollao, Ecuador
2162;cb4c00950c73a91bc1d9fe48511edf254bea1361---Reconstruida/ Renovada---Av. Occidental y Antonio Román - Torres Constelación - San Fernando - Cochapamba, Ecuador;Reconstruida/ Renovada;Av. Occidental y Antonio Román - Torres Constelación - San Fernando - Cochapamba, Ecuador;0;0;0;0;0;0;1992;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;38.0;0;0;0;0;0;0;0;0;0;38;;-0.14474;-78.500133;38000.0;38,000;Departamento;De Venta;Av. Occidental y Antonio Román  - Torres Constelación  - San Fernando  -  Cochapamba, Ecuador
2163;1457d062663deafb5e88a2943590711f5e2d52bc------AV Moran Valverde y Rumichaca - Las cuadras - Cond. Las Cuadras - Solanda, Ecuador;;AV Moran Valverde y Rumichaca - Las cuadras - Cond. Las Cuadras - Solanda, Ecuador;0;0;1;0;1;0;1985;7130.0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;1;1;1;0;0;0;1;0;0;0;5;0;3;1;0;0;0;0;1;0;0;;83.8;1;0;0;0;0;1;5;0;3;83.80;;-0.280258;-78.549049;37900.0;37,900;Departamento;De Venta;AV  Moran Valverde y Rumichaca  - Las cuadras  - Cond. Las Cuadras  -  Solanda, Ecuador
2164;60430a9fcdab92c308c7087b32b8bfed3781f143---Reconstruida/ Renovada---AV TENIENTE HUGO ORTIZ - SUR DE QUITO - Turubamba Bajo - Solanda, Ecuador;Reconstruida/ Renovada;AV TENIENTE HUGO ORTIZ - SUR DE QUITO - Turubamba Bajo - Solanda, Ecuador;0;0;0;0;0;0;2005;67.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;67;67.0;0;0;0;0;0;0;0;0;0;67;;-0.270511;-78.535725;37000.0;37,000;Departamento;De Venta;AV TENIENTE HUGO ORTIZ  - SUR DE QUITO  - Turubamba Bajo  -  Solanda, Ecuador
2165;6149cb148273565a50eb8c7d49345aef2f4f70ca------argentina entre Eloy alfar - Centro Sur - Sur de Guayaquil - Guayaquil, Ecuador;;argentina entre Eloy alfar - Centro Sur - Sur de Guayaquil - Guayaquil, Ecuador;0;0;1;0;1;0;1975;;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;2;2;0;0;0;0;0;1;0;0;;80.0;0;0;0;0;0;0;4;2;2;80;;-2.198442;-79.893608;36000.0;36,000;Departamento;De Venta;argentina entre Eloy alfar  - Centro Sur  - Sur de Guayaquil  -  Guayaquil, Ecuador
2166;cc1bfa18b7910c10e4e1cd666803bfa7cc449182---Usada---Carlos Arellano - Carlos Arellano - La Tola - Centro Historico, Ecuador;Usada;Carlos Arellano - Carlos Arellano - La Tola - Centro Historico, Ecuador;0;0;1;0;1;0;2014;69.0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;83.0;0;1;0;0;0;0;0;0;0;83;;-0.223587;-78.507105;36000.0;36,000;Departamento;De Venta;Carlos Arellano  - Carlos Arellano  - La Tola  -  Centro Historico, Ecuador
2167;3a6db8cad0f8b0d01fc21a13201162dadfc094e2------Mariscal Sucre - Plan Conjunto Chillogallo - Cond. Las Cuadras - Solanda, Ecuador;;Mariscal Sucre - Plan Conjunto Chillogallo - Cond. Las Cuadras - Solanda, Ecuador;0;0;1;0;0;0;1980;62.0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;5;1;3;1;0;0;0;0;0;1;0;90;80.0;1;1;0;0;0;0;5;1;3;80;;-0.277931554039;-78.552190304326;35000.0;35,000;Departamento;De Venta;Mariscal Sucre  - Plan Conjunto Chillogallo  - Cond. Las Cuadras  -  Solanda, Ecuador
2168;242daec2f55e5daada1325277a2ab64effcd5227---Usada---S/N Galápagos y Cuenca - Galápagos y Cuenca - San Marcos - Centro Historico, Ecuador;Usada;S/N Galápagos y Cuenca - Galápagos y Cuenca - San Marcos - Centro Historico, Ecuador;0;0;0;0;0;0;2009;68.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;6;1;3;0;0;0;0;0;0;0;0;;68.4;0;0;0;1;0;0;6;1;3;68.40;;-0.214182;-78.509704;35000.0;35,000;Departamento;De Venta;S/N Galápagos y Cuenca  - Galápagos y Cuenca  - San Marcos  -  Centro Historico, Ecuador
2169;c0e06abc6b959f7c7c8cc4be9007dff31c046e94------Manta - Norte de Manta - Manta, Ecuador;;Manta - Norte de Manta - Manta, Ecuador;1;0;1;0;0;0;2001;;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;1;1;0;0;0;1;6;0;0;5;1;3;1;0;1;0;0;1;1;0;70;70.0;1;0;0;0;0;1;5;1;3;70;;-0.96212;-80.71271;35000.0;35,000;Departamento;De Venta;Manta  - Norte de Manta  -  Manta, Ecuador
2170;2b7a6982323c36de8f3ec4e60d0b2d4e96366944---Usada---Sur - Av. Quito y Bolivia - Sur de Guayaquil - Guayaquil, Ecuador;Usada;Sur - Av. Quito y Bolivia - Sur de Guayaquil - Guayaquil, Ecuador;0;0;1;0;1;0;1977;67.65;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;5;1;2;0;0;0;0;0;1;0;0;67.65;67.65;0;0;0;0;0;0;5;1;2;67.65;;0.0;0.0;34500.0;34,500;Departamento;De Venta;Sur  - Av. Quito y Bolivia  - Sur de Guayaquil  -  Guayaquil, Ecuador
2171;2dbbe9c76bb1d1f7610d69ea143d6a6fdb580128------VELASCO IBARRA - -S/N - La Tola Baja - Itchimbia, Ecuador;;VELASCO IBARRA - -S/N - La Tola Baja - Itchimbia, Ecuador;1;0;1;0;1;0;1998;55.09;0;1;1;1;0;0;1;1;0;1;1;1;0;0;1;0;1;0;0;0;0;1;1;0;0;1;0;0;1;9;1;2;1;0;0;0;0;1;1;1;55.09;55.09;1;0;1;1;0;1;9;1;2;55.09;;-0.232112;-78.507084;33000.0;33,000;Departamento;De Venta;VELASCO IBARRA  - -S/N  - La Tola Baja  -  Itchimbia, Ecuador
2172;06a4d7404ee6109aebe7ae03330a29f249bc4336---Usada---413 Leonardo Murialdo - Leonardo Murialdo y Jasmines - Rodriguez Aguirre - Kennedy, Ecuador;Usada;413 Leonardo Murialdo - Leonardo Murialdo y Jasmines - Rodriguez Aguirre - Kennedy, Ecuador;0;0;0;0;0;0;1998;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;40.0;0;0;0;0;0;0;0;0;0;40;VENDIDA;0.0;0.0;33000.0;33,000;Departamento;De Venta;413 Leonardo Murialdo  - Leonardo Murialdo y Jasmines  - Rodriguez Aguirre  -  Kennedy, Ecuador
2173;7281dd7dc6b82e6092cd4a8c7b52ded2d919e64d---Usada---MZ 16 N 10 CALDERON CIUDAD BIOCENTENARIO MZ 16 CALDERON - CIUDAD BIOCENTENARIO MZ 16 CALDERON - El Comin - Calderon (Carapungo), Ecuador;Usada;MZ 16 N 10 CALDERON CIUDAD BIOCENTENARIO MZ 16 CALDERON - CIUDAD BIOCENTENARIO MZ 16 CALDERON - El Comin - Calderon (Carapungo), Ecuador;0;0;0;0;0;0;2013;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;5;1;2;0;0;0;0;0;0;0;0;;54.0;0;0;0;1;0;0;5;1;2;54;;0.07204;-78.95708;33000.0;33,000;Departamento;De Venta;MZ 16 N 10 CALDERON CIUDAD BIOCENTENARIO MZ 16 CALDERON  - CIUDAD BIOCENTENARIO MZ 16 CALDERON  - El Comin  -  Calderon (Carapungo), Ecuador
2174;7077bf47067bdc397438f3afe582d0c78ac46efb---Usada---Rio Juno - Cond. Las Cuadras - Solanda, Ecuador;Usada;Rio Juno - Cond. Las Cuadras - Solanda, Ecuador;0;0;0;0;0;0;2004;49.66;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;4;1;1;0;0;0;0;0;1;0;1;;65.21;1;0;0;1;0;1;4;1;1;65.21;;-0.27786;-78.551044;33000.0;33,000;Departamento;De Venta;Rio Juno  - Cond. Las Cuadras  -  Solanda, Ecuador
2175;08463d966bd5d7bbdb3cb50a0a81fe2fc9820613---Usada---S52D DIVINO NIÑO - TURUBAMBA - Bellavista del Sur - Quito, Ecuador;Usada;S52D DIVINO NIÑO - TURUBAMBA - Bellavista del Sur - Quito, Ecuador;0;0;1;0;1;0;2013;48.75;0;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3;1;2;0;0;0;0;0;1;0;1;;48.75;1;0;0;1;0;0;3;1;2;48.75;;0.0;0.0;33000.0;33,000;Departamento;De Venta;S52D DIVINO NIÑO  - TURUBAMBA  - Bellavista del Sur  -  Quito, Ecuador
2176;0afd6529cc536094503d0a80c65f7116a7e29261---Usada---Quito y Machala - Bloques del Seguro Parque Forestal - Sur de Guayaquil - Guayaquil, Ecuador;Usada;Quito y Machala - Bloques del Seguro Parque Forestal - Sur de Guayaquil - Guayaquil, Ecuador;0;0;1;0;1;0;1976;55.97;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;1;1;1;0;1;1;7;0;0;5;1;2;0;0;0;0;0;1;1;0;65.28;55.97;1;0;0;0;0;1;5;1;2;55.97;;-2.210589;-79.896441;33000.0;33,000;Departamento;De Venta;Quito y Machala  - Bloques del Seguro Parque Forestal  - Sur de Guayaquil  -  Guayaquil, Ecuador
2177;9700729f04fe67ff8489844e692c8e353ccdf31d---Usada---CS-243 OE4 Manuel Luzarraga - SOLANDA -Barrio/Sector: LUIS A.VALENCIA - Solanda - Quito, Ecuador;Usada;CS-243 OE4 Manuel Luzarraga - SOLANDA -Barrio/Sector: LUIS A.VALENCIA - Solanda - Quito, Ecuador;0;0;0;0;0;0;1987;53.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;92.16;92.16;0;0;0;0;0;0;0;0;0;92.16;;-0.267952;-78.54553;33000.0;33,000;Departamento;De Venta;CS-243 OE4 Manuel Luzarraga  - SOLANDA -Barrio/Sector: LUIS A.VALENCIA  - Solanda  -  Quito, Ecuador
